1	Helsinki,	Finlandia
Egipto , cuya capital es El Cairo es cuna de una de las civilizaciones más antigua del mundo , es famosa por su arquitectura , sus monumentos , como las pirámides y de la gran esfinge , la ciudad meridional de Lúxor contiene un gran número de restos arqueológicos , el templo de Karnak y el Valle de los Reyes  .	1	
Egipto , las pirámides El Cairo  !	1	
Egipto 16 muertos por ataque con bomba molotov en discoteca de El Cairo Autoridades atribuyeron el incidente a una riña  .	1	
Egipto al menos 12 muertos en ataque a un restaurante en El Cairo	1	
Egipto ataque con bomba molotov deja 16 muertos en una discoteca de El Cairo	1	
Egipto celebra con discreción el quinto aniversario de la revolución El Cairo , 25 ene EFE  .	1	
Egipto con Crucero por el Nilo 7 días visitando El Cairo , Aswan , Kom Ombo , Edfu , Luxor  .	1	
Egipto confía a empresa internacional la búsqueda de cajas negras del avión El Cairo , 28 may EFE  .	1	
Egipto cree que el avión de EgyptAir que volaba de París a El Cairo se ha estrellado en el mar vía @abces	1	
Egipto cree que el avión que iba de París a El Cairo se estrelló  .	1	
Egipto introducirá nuevas medidas de seguridad en ciudades turísticas El Cairo , 14 ene EFE  .	1	
Egipto llama a Israel y palestinos a negociar en El Cairo mientras se extiende alto al fuego  .	1	
Egipto milenario pirámides , El Cairo , el Nilo  .	1	
Egipto nuevo ataque con bomba en el centro de El Cairo Un coche bomba explotó afuera de una estación de policía en el centro de la ciudad y dejó al menos cuatro muertos y más de 70 heridos  .	1	
Egipto policía empieza desalojo de campamentos de simpatizantes de Morsi Las fuerzas de seguridad de Egipto están desalojando al menos dos grandes campamentos en El Cairo en los que se concentran simpatizantes del depuesto presidente Mohamed Morsi  .	1	
Egipto se que es un país , pero aquí no hay un barrio llamado El Cairo  .	1	
Egipto se viste de gala para inaugurar el flamante canal de Suez El Cairo , 4 ago EFE  .	1	
Ejército se despliega en El Cairo Prohíben a Mohamed Mursi abandonar Egipto GRÁFICO FOTOGALERÍA	1	
7	Islamabad,	Pakistán
AP Un alto funcionario de Islamabad confirma que Osama bin Laden fue asesinado en Pakistán  .	1	
Aumenta la tensión entre India y Pakistán en Cachemira Pakistán convocó al alto comisionado indio adjunto en Islamabad para protestar por los últimos ataques en la línea de control que separa a los dos países en la disputada región de Cachemira  .	1	
El nuevo orden mundial de China el Chinatown de Islamabad o cómo la economía del país asiático impulsa a Pakistán	1	
El primer ministro paquistaní dijo hoy que las conversaciones de paz entre el gobierno afgano y el Talibán no pueden dar frutos sin la ayuda de Islamabad , en un recordatorio de la influencia que tiene Pakistán debido a sus vínculos históricos con ese grupo  .	1	
Islamabad , la hermosa y cuidada capital de Pakistán se encuentra actualmente en una difícil pelea con su propia población marginada  .	1	
Islamabad dice mujer de Rahami es afgana pero no descarta visitase Pakistán Auto pickup by wikyou	1	
Pakistán estrena sus drones con un bombardeo que causa tres muertos Islamabad , 7 sep EFE  .	1	
Pakistán presta apoyo encubierto a grupos terroristas- Islamabad aumenta su arsenal de bombas atómicas	1	
Qari Yasin está vinculado a varios atentados en Pakistán , como el ataque a hotel en Islamabad en 2008	1	
Un Airbus A 321 de Airblue Pakistan que recorría la ruta Karachi-Islamabad vuelo 202 se estrelló en las montañas de Margalla , al norte de Islamabad , capital de Pakistán , con 152 personas a bordo , siendo seis de ellas miembros de la tripulación , sin que hubiese sobrevivientes  .	1	
Un avión comercial con 131 personas a bordo se estrelló cerca de Islamabad , capital de Pakistán  .	1	
8	Berna,	Suiza
@CampeonesWin señores la capital de Suiza no es zurich sino Berna  .	1	
Amen nesecito Pastor oro por mi para que el asilo que estoy pidiendo en Suiza el gobierno de Berna lo apruebe que me lo den  .	1	
Antes de viajar en tren a la capital Berna , Xi y su esposa Peng Liyuan fueron recibidos por la presidenta de Suiza , Doris Leuthard , y su esposo Roland Hausin en el aeropuerto de Zúrich  .	1	
Antônio Guerher mira me recordó a una paciente q al preguntarle el nombre me dijo soy Berna , cm la ciudad d Suiza	1	
Debe ser fule despertar una mañana fuera de Berna y espabilar que no ganaste la presidencia de Suiza  .	1	
El Museo Masónico de Suiza abrirá sus puertas al público en Berna el próximo mes de junio  .	1	
El atacante criollo Frank Feltscher volvió al campo de juego en la victoria de su equipo el Grasshoper 2-1 ante Young Boys en Berna , durante la sexta fecha de la Súper Liga Suiza  .	1	
El valle de Lauterbrunnen , enclavado en los Alpes de Suiza , es un autentico tesoro de la naturaleza en el cantón de Berna a unos 70 kilómetros al sureste de la ciudad de Berna  .	1	
En el artículo pone qué la ciudad más cara del mundo es Ginebra capital de Suiza , la capital es Berna  .	1	
Es impresionante , tiene un encanto particular y unas vistas asombrosas , es la aldea habitada más alta del cantón de Berna 1650m y desde esta pueden verse tres de las montañas más famosas de Suiza el Eiger , el M nch y el Jungfrau  .	1	
Ese , y también el milagro de Berna , en el Mundial de Suiza 1954 , cuando Alemania venció 3-2 a la poderosa Hungria de Ferenc Puskas  .	1	
Fue miembro de la Sociedad Pedagógica Pestalozzi en Suiza y de los Museos Pedagógicos de Friburgo y Berna escribiendo en ese momento una de sus mejores obras Gente , Educación y Democracia  .	1	
Gaston , deberias de abrir un restaurante aqui en Suiza , el mas cerca de Basel , me queda en Berna  !	1	
Hermosos senderos entre lagos , montañas , y vegetación en Spiez , comuna Suiza del cantón de Berna a orillas del lago de Thun  .	1	
INFORMANDO AL CONSUMIDOR AAREWASSER Leche Vaca Tipo Pasta semidura , corteza lavada Materia Grasa 55 Maduración 4 meses Aspereza Suave País de origen Suiza Región Cantón de Berna Notas Este queso lo elabora la quesería Jumi en la población suiza de Oberhünigen en el cantón de Berna  .	1	
Impresionantes vistas panorámicas , más de 800 lagos , un embriagador paisaje montañoso y , en definitiva , la naturaleza en estado puro , hacen de Berna una de las regiones más variopintas y visitadas de Suiza  .	1	
Los emperadores confiaron a la familia de los Z hringen , centrada en Berna , la tarea de subyugar a los nobles de la Suiza central  .	1	
Marcelo Díaz fue titular en victoria del Basilea sobre el Thun El RotBlau derrotó por 3 a 1 al cuadro de Berna y ya se encumbró en la segunda posición de la Súper Liga de Suiza  .	1	
Para esos fanáticos matraqueros , poco conocedores de futbol , investiguen acerca del mundial de Suiza 1954 , el milagro de Berna  .	1	
Pese a que Suiza NO tiene una capital oficial , Berna es Ciudad Federal y capital de facto  .	1	
Pusieron como respuesta correcta que la capital de Suiza es Zurich , y es Berna  !	1	
Será en un amistoso entre Suiza y Argentina en el estadio Stade de Suisse de Berna  .	1	
Suiza es muy cara pero Berna es una ciudad muy bonita  .	1	
Suiza preciosa , conozco Ginebra , Berna , Zurich y Lucerna , me gustaría volver y seguir conociendo pueblecitos como estos me encantan  !	1	
Todas estas diferentes industrias lácteas se encuentran en el Emmental una pequeña región cerca de Berna la capital de Suiza  .	1	
en Suiza , en el cantón de Berna , existe un alpe que se llama Ch s und Brot , que significa queso y pan	1	
las ciudades más caras que he visitado son Berna y Lucerna en Suiza , como contrapartida las capitales europeas más baratas Belgrado y Tirana  .	1	
un 23 de agosto de 1953 obtenía un 4 puesto en el GP de Suiza en el circuito de Berna conduciendo dos  .	1	
9	Canberra,	Australia
He contestado Canberra is the capital of Australia  .	3	
Australia tiene nuevo gobierno Se realizó en Canberra la ceremonia de asunción del nuevo Primer Ministro australiano , Tony Abbott Tras las selecciones del pasado 7 de septiembre una coalición del Partido Liberal y el Partido Nacional obtuvieron la mayoría en el Parlamento , asumiendo así como líderes del gobierno de Australia  .	1	
Canberra , la capital de Australia es el para finalizar la semana  .	1	
Canberra es la capital de Australia , y el lugar más húmedo del planeta es el Chocó , acá en Colombia	1	
Continuamos por Australia y hoy los niños y niñas de Canberra disfrutarán conociendo y comiendo  !	1	
EN VIDEO // Venezolanos en Australia comienzan a ejercer derecho al voto , desde Canberra Los venezolanos en Australia fueron los primeros en ejercer el derecho al voto para las elecciones presidenciales de este 14 de abril  .	1	
El primer ministro Robert Menzies fue quién realmente le dio a Canberra una importancia dentro de Australia  .	1	
Este hermoso borrego llamado Chris estuvo perdido por varios años en Australia muy cerca de la ciudad de Canberra  .	1	
La Embajada del Perú en Australia participó en el Festival Royal Canberra Show 2017 al que , se calcula , asistieron más de 150 000 personas  .	1	
La Primera Ministra de Australia , Julia Gillard , enciende una antorcha en Canberra en honor a la Reina Isabel II de Inglaterra en su jubileo de diamante	1	
La aguas del rio Cotter , fueron el escenario de una glorioso Bautismo en agua en la cuidad de Canberra , capital de Australia  .	1	
Los ministros de Relaciones Exteriores de China y Australia hicieron hoy un llamado en Canberra para fortalecer más las relaciones bilaterales  .	1	
Me tomaría 2 semanas para viajar por Australia , Melbourne , Canberra , Brisbane , Gold Coast , Cairn , visitaría la gran barrera de coral y viajaría 10 horas en avión para disfrutar 3 días de los encantos de Bali  !	1	
No , Canberra al Este de Australia  .	1	
Sabías que Melbourne fue la capital de Australia entre 1901 y 1927 , antes de que trasladara a Canberra  ?	1	
Su Santidad se encuentra en una visita de once días a Australia que lo llevará a Melbourne , Canberra , Brisbane y Perth  .	1	
Sólo es una importante ciudad de Australia cuya capital es Canberra así , con N amigos  .	1	
Uno que ha hecho el esfuerzo de visitar Canberra en el Google Maps no se puede ir de Australia sin visitar Melbourne y Sidney  .	1	
10	Londres,	Inglaterra
En Inglaterra , concretamente en Londres , hace cinco años un bebé de tres meses de edad murió por las dentelladas que le produjo un Caniche de tres kilos de peso , cuando se adentró en su cuna y lo mató  .	3	
Un hombre talentoso , Gary comenzó su carrera en el teatro en Londres y es hoy una de las más grandes estrellas de cine de Inglaterra  .	3	
14 de noviembre 16 de noviembre Inglaterra , España , Alemania Premiere en Londres , Madrid y Berlín con Kristen Stewart , Robert , Pattinson , Taylor Lautner , Bill Condon , y Wyck Godfrey  .	2	
Colombianas y colombianos en Londres , esta es la ruta de en la capital de Inglaterra Desde las 2pm Lugar de concentración Parliament Sq  .	2	
En Inglaterra , en la BBC Broadcasting House en Londres , Paul graba una entrevista con Simon Bates para su show de la BBC Radio One , durante la cual canta el jingle de la Radio  .	2	
En Inglaterra fabricaron un casco de papel para quienes arriendan las bicicletas en Londres  .	2	
En un rato nos juntamos los argentinos en Inglaterra frente a la embajada en Londres	2	
Esta es una de las historias de apariciones de fantasmas de famosos más populares en Inglaterra en el invierno de 1864 un guardia de la torre de Londres fue acusado por quedarse dormido en su turno y sometido a un juicio  .	2	
FOTOS La Roja se entrenó en la fría Londres para amistoso con Inglaterra	2	
Jugadores de las fuerzas básicas del West Ham de Inglaterra , extasiados por fotografiarse con Lionel Messi en Londres  .	2	
La gran cantidad de actividad musical de Liverpool y Mánchester logró que los productores musicales que nunca se habían aventurado a ver más allá de Londres , pusieran sus ojos en el norte de Inglaterra  .	2	
Londres cree que salir de la UE crearía campos de inmigrantes en Inglaterra	2	
Uno de los clubes más populares de Londres , aseguran en Inglaterra , busca un goleador colombiano y hasta ya le puso precio a la oferta para quedarse con él	2	
-En 1666 se produjo un incendio que hizo arder el 80 de Londres y , a raíz de esto , el rey Carlos II de Inglaterra anunció un reglamento por el cual todas las nuevas construcciones debían realizarse en piedra o en ladrillo  .	1	
-No necesitabamos esos quinientos dolares , nos dio nuestra liquidacion del mes , mas nos consiguio un departamente carisimo y dificil de conseguir en el centro de Londres y un coche que nos recogiera a fuera del aeropuerto mas importante de Inglaterra , Que mas quieres  ?	1	
12 DE OCTUBRE DE 1986 De vuelta a Inglaterra , Paul concede otra entrevista para Capital Radio en Londres  .	1	
14 DE SEPTIEMBRE DE 1979 En Inglaterra , Paul se presenta en vivo en el Hammersmith Odeon en Londres como parte del gran final de la cuarta celebración anual Buddy Holly Week  .	1	
165 RESEÑA de Nueva York- Henry James Nueve relatos del gran Henry James 1843-1916 , escritor neoyorquino , donde pasó la infancia y primera adolescencia , trasladándose a los doce años a Inglaterra con su familia , y terminando sus días en Londres  .	1	
